"country","iso3c","year","crecimiento_pbi","pbi_p_c","apertura","formacion_bruta_capital","consumo_gobierno","interes_real","inflacion","poblacion","region","income","deuda_pbi.x","deficit_pbi.x","deuda_pbi.y","deficit_pbi.y"
"Dominican Republic","DOM",2020,-7.92905234231061,7395.8734262396,44.7331613466756,24.8098538977154,12.0062907437446,5.23918771907917,5.45467337342448,1.04334076460591,"Latin America & Caribbean","Upper middle income",71.81,-7.94,71.81,-7.94
"Dominican Republic","DOM",2023,2.19229848237939,8809.96335385949,49.8436131764417,28.9835484421124,11.2787393309517,8.17430344772042,5.7871768273554,0.891159203732232,"Latin America & Caribbean","Upper middle income",60.51,-3.28,60.51,-3.28
"Ecuador","ECU",2017,5.97039880954841,6104.27253521751,43.6177233172817,21.4612286161457,15.2975347755569,NA,0.932031656124835,1.52946083980042,"Latin America & Caribbean","Upper middle income",47.39,-5.77,47.39,-5.77
"Ecuador","ECU",2020,-9.24509619165865,5355.68934196443,43.9893109378389,17.9954424258669,16.3225877996763,NA,-1.82595653187617,1.18125258230486,"Latin America & Caribbean","Upper middle income",63.55,-7.38,63.55,-7.38
"Ecuador","ECU",2023,1.98823813984235,6174.81822806637,56.9977535649091,19.8518103497966,13.5836201122079,NA,2.28375927738441,0.872456027022398,"Latin America & Caribbean","Upper middle income",54.33,-3.48,54.33,-3.48
"El Salvador","SLV",2017,2.24761908134138,3954.84014277572,74.3046511916519,16.0287823584352,16.1331092000982,NA,0.986566456267596,0.205133928097967,"Latin America & Caribbean","Upper middle income",77.14,-2.53,77.14,-2.53
"El Salvador","SLV",2020,-7.893101359867,3808.53195436409,66.4595069497083,17.4555067394454,19.6968523573714,NA,0.653512318599752,0.198362574897496,"Latin America & Caribbean","Upper middle income",95.37,-8.18,95.37,-8.18
"El Salvador","SLV",2023,3.5391566928735,4489.17787712717,81.7147723425988,21.9630270509134,19.0636599462278,NA,2.59374849301966,0.465531145369394,"Latin America & Caribbean","Upper middle income",85.09,-4.69,85.09,-4.69
"Equatorial Guinea","GNQ",2017,-5.66750850486686,7259.10936454803,102.428258251803,13.9565530197219,23.6949369917015,NA,12.7423831594725,3.53129362583944,"Sub-Saharan Africa","Upper middle income",36.24,-2.59,36.24,-2.59
"Equatorial Guinea","GNQ",2020,-4.79108083383294,5575.26241511492,77.9278846441807,7.55519736848281,28.4349315814674,NA,-10.1685457458373,2.73390823188935,"Sub-Saharan Africa","Upper middle income",49.39,-1.77,49.39,-1.77
"Equatorial Guinea","GNQ",2023,-5.08930872071532,5118.21986148331,61.443281519042,9.3108984864249,26.2033825636043,NA,-7.64752019845845,2.41057232825781,"Sub-Saharan Africa","Upper middle income",39.09,2.39,39.09,2.39
"Eritrea","ERI",2017,NA,NA,NA,NA,NA,NA,NA,0.817496698225399,"Sub-Saharan Africa","Low income",290.39,-5.74,290.39,-5.74
"Eritrea","ERI",2020,NA,NA,NA,NA,NA,NA,NA,1.56406078076077,"Sub-Saharan Africa","Low income",179.66,-4.36,179.66,-4.36
"Eritrea","ERI",2020,NA,NA,NA,NA,NA,NA,NA,1.56406078076077,"Sub-Saharan Africa","Low income",179.66,-4.36,179.66,-4.36
"Eritrea","ERI",2020,NA,NA,NA,NA,NA,NA,NA,1.56406078076077,"Sub-Saharan Africa","Low income",179.66,-4.36,179.66,-4.36
"Eritrea","ERI",2020,NA,NA,NA,NA,NA,NA,NA,1.56406078076077,"Sub-Saharan Africa","Low income",179.66,-4.36,179.66,-4.36
"Estonia","EST",2017,5.63467248963991,19270.8141210511,144.635650944133,25.4039470690204,18.8749816531166,NA,3.74109847269489,0.121070631466687,"Europe & Central Asia","High income",9.4,-0.5,9.4,-0.5
"Estonia","EST",2020,-2.88380751483778,19946.945696898,137.392641283846,31.1753648845812,20.5086892203171,NA,0.753338456718083,0.197559185177642,"Europe & Central Asia","High income",19.1,-5.4,19.1,-5.4
"Estonia","EST",2023,-3.02303874520777,20123.4227027316,154.859244621649,27.9270982440271,20.6435975574069,NA,8.05478638343502,1.57745133607335,"Europe & Central Asia","High income",20.2,-2.7,20.2,-2.7
"Eswatini","SWZ",2017,1.45679297569019,3584.61802626857,86.8600357143891,16.1922013374422,24.5321765504624,3.45554813280629,7.05080780958194,0.752960394981198,"Sub-Saharan Africa","Lower middle income",21.89,-6.84,21.89,-6.84
"Eswatini","SWZ",2020,-2.86288213677992,3596.06416104047,84.3006119726657,14.283990469391,25.3208576586241,3.100187119999,4.71206342947426,1.0836305772053,"Sub-Saharan Africa","Lower middle income",38.65,-4.51,38.65,-4.51
"Eswatini","SWZ",2023,3.44447831200682,3771.33819773849,100.093236371966,16.085828378181,19.5448464737621,4.68250348998864,5.87569998323512,0.946270731993531,"Sub-Saharan Africa","Lower middle income",37.34,0.92,37.34,0.92
"Ethiopia","ETH",2017,9.56418965754014,706.164227383539,31.1036494929016,38.4439871569806,15.4931325929715,NA,6.67682221960871,2.72524097063889,"Sub-Saharan Africa","Low income",55.28,-3.24,55.28,-3.24
"Ethiopia","ETH",2020,6.05953089054807,799.47559527955,24.0061143401794,30.5789686594943,9.12947509940408,NA,18.2545726775222,2.71077284780816,"Sub-Saharan Africa","Low income",53.7,-2.76,53.7,-2.76
"Ethiopia","ETH",2023,6.59424599357075,876.168528913325,20.5982015072652,22.1694039604718,6.31777188442684,NA,32.9130722654676,2.6036241976442,"Sub-Saharan Africa","Low income",38.74,-2.6,38.74,-2.6
"Fiji","FJI",2017,5.35336455965106,5500.67840152348,97.0216625258442,19.2176918333741,19.2805271737474,3.97454739043334,1.69845757051993,-0.0442890767199793,"East Asia & Pacific","Upper middle income",43.43,-2.09,43.43,-2.09
"Fiji","FJI",2020,-17.0386673704039,4729.3813108251,72.3435757807252,18.3960366643005,23.6332496837225,7.78440113806647,-1.48397965677574,0.00699506301854314,"East Asia & Pacific","Upper middle income",63.63,-8.07,63.63,-8.07
"Fiji","FJI",2023,7.5242913513424,5736.82886448243,126.179178353138,18.5663200937432,20.8034284512151,0.836818946839108,4.09957591317935,0.51237740019889,"East Asia & Pacific","Upper middle income",83.3,-7.19,83.3,-7.19
"Finland","FIN",2017,3.30337003591039,44862.220404205,75.9387822310041,23.6891760789654,22.9490979324095,NA,0.836045933090816,0.234670531705453,"Europe & Central Asia","High income",66.6,-0.6,66.6,-0.6
"Finland","FIN",2020,-2.49103605535707,44690.9801103074,72.1845955995888,24.6561782162302,24.4205476612504,NA,1.63841596860614,0.143641197212847,"Europe & Central Asia","High income",75.3,-5.5,75.3,-5.5
"Finland","FIN",2023,-0.946904862611035,45353.4530466713,85.8773672749668,23.3618787163376,25.6259577244833,NA,3.47743748643397,0.499192375381062,"Europe & Central Asia","High income",77.1,-2.9,77.1,-2.9
"France","FRA",2017,2.08361485997399,37580.5979329356,65.3958481559711,21.4204336075644,23.7013842025535,NA,0.586343157961707,0.29020211635109,"Europe & Central Asia","High income",98.8,-3.4,98.8,-3.4
"France","FRA",2020,-7.44064589948231,35709.2045925926,58.8388907240647,22.4362308511816,24.8398357365701,NA,2.97797868174696,0.324557781035362,"Europe & Central Asia","High income",114.9,-8.9,114.9,-8.9
"France","FRA",2023,0.936487518850853,39117.4845032233,70.5595547931931,23.0930871306132,23.1235606057224,NA,5.30357173576937,0.326319200823468,"Europe & Central Asia","High income",109.8,-5.4,109.8,-5.4
"Gabon","GAB",2017,0.472642030911146,6840.05959347802,75.0687404456638,21.2964674161829,13.2317051644466,NA,3.82030214446843,2.65889572463952,"Sub-Saharan Africa","Upper middle income",62.93,-1.7,62.93,-1.7
"Gabon","GAB",2020,-1.8377610635094,6534.27966529444,70.1140546463796,19.8634691073054,13.1475545987828,NA,-9.00986856167656,2.38922359813697,"Sub-Saharan Africa","Upper middle income",83.04,-2.19,83.04,-2.19
"Gabon","GAB",2023,2.44588083096593,6541.69710787282,90.9932336284568,17.5342876977906,11.7938728337517,NA,-6.86511608258311,2.19891289669511,"Sub-Saharan Africa","Upper middle income",70.59,1.79,70.59,1.79
"Georgia","GEO",2017,5.15990261658827,4442.50744127374,102.584277697146,25.1354716981132,13.8912339138849,3.66225712519531,7.54674499838114,0.0133860746662629,"Europe & Central Asia","Upper middle income",38.89,-0.45,38.89,-0.45
"Georgia","GEO",2020,-6.2904717853839,4659.60925318234,92.8910841752194,22.2328094559039,14.6114698025668,4.63543510413947,6.84793338769904,0.0686562494680967,"Europe & Central Asia","Upper middle income",59.56,-9.16,59.56,-9.16
"Georgia","GEO",2023,7.83220126555726,6180.6206023429,107.151179161579,21.4600701499044,12.1485458625234,10.2601218557843,2.94809953907664,0.0802640328443946,"Europe & Central Asia","Upper middle income",38.92,-2.33,38.92,-2.33
"Germany","DEU",2017,2.71602454639843,43520.1864273682,77.5666369468435,20.1460173936015,19.4595495195295,NA,1.46798916726962,0.373724559895838,"Europe & Central Asia","High income",64,1.3,64,1.3
"Germany","DEU",2020,-4.09513751682526,42362.6472083477,72.9932572283324,21.3494819719273,21.7313211310231,NA,1.75504599873261,0.0816931586494595,"Europe & Central Asia","High income",68,-4.4,68,-4.4
"Germany","DEU",2023,-0.266438401180253,44008.131158562,82.7991064495705,21.4996834346741,21.2287274073897,NA,6.14291652076442,0.123957150064395,"Europe & Central Asia","High income",62.3,-2.5,62.3,-2.5
"Ghana","GHA",2017,8.12889488100956,1841.44636153249,70.5483652904116,18.8864252401077,6.9570521307014,NA,10.6773082339139,2.19535792776401,"Sub-Saharan Africa","Lower middle income",56.98,-3.97,56.98,-3.97
"Ghana","GHA",2020,0.513941670628171,1970.19411460398,66.5754987162431,17.6607471070578,7.83341015600264,NA,9.36557496583738,1.99181985149439,"Sub-Saharan Africa","Lower middle income",79.09,-17.44,79.09,-17.44
"Ghana","GHA",2023,3.14009099763754,2091.8133564595,64.3878615281647,9.65040605368826,5.49933849254746,NA,40.1057981965589,1.90860289687983,"Sub-Saharan Africa","Lower middle income",79.09,-3.37,79.09,-3.37
"Greece","GRC",2017,1.47312472702352,18352.0884461258,70.8826066741577,12.0492834143889,20.4384126534599,NA,0.2036135315862,-0.197783224759792,"Europe & Central Asia","High income",182.1,0.7,182.1,0.7
"Greece","GRC",2020,-9.19623149726978,17486.951333323,70.2937864486395,12.2998658740322,22.7274940590434,NA,-0.363959702932064,-0.214592106571664,"Europe & Central Asia","High income",209.4,-9.6,209.4,-9.6
"Greece","GRC",2023,2.33212444945818,21139.1917042145,92.1562900262242,15.1654549262849,19.2868439733478,NA,5.87456208154305,-0.300290930163656,"Europe & Central Asia","High income",164.3,-1.4,164.3,-1.4
"Guatemala","GTM",2017,3.07985127147485,3972.74046241476,46.0694205080637,13.6094293363876,10.5728229818016,11.1120234500088,1.74791454577823,1.81876091504989,"Latin America & Caribbean","Upper middle income",25.07,-1.38,25.07,-1.38
"Guatemala","GTM",2020,-1.78555194467604,4005.83899362197,41.1407616494521,13.7024604770989,11.4719704888172,9.38397336107789,2.87232203437225,1.47137710546514,"Latin America & Caribbean","Upper middle income",31.49,-4.91,31.49,-4.91
"Guatemala","GTM",2023,3.53315670086947,4470.70711139938,48.2970689182759,16.3409851547452,11.2417421320949,5.08880427310201,6.54005195361913,1.53986971917384,"Latin America & Caribbean","Upper middle income",27.21,-1.25,27.21,-1.25
"Guinea-Bissau","GNB",2017,4.66367943913264,677.466131311367,56.9137475938811,17.9786140989487,16.7287795836931,NA,10.528296464536,2.4363257519627,"Sub-Saharan Africa","Low income",51.78,-1.32,51.78,-1.32
"Guinea-Bissau","GNB",2020,2.12811490126288,706.600783420096,43.4304481311735,25.677012504102,19.7057479459584,NA,1.9334399324789,2.28895000835492,"Sub-Saharan Africa","Low income",77.59,-9.64,77.59,-9.64
"Guinea-Bissau","GNB",2023,4.46369936133392,766.829225369396,41.6110643520817,21.5617837804799,16.0903815426069,NA,5.17485131385651,2.24529187264064,"Sub-Saharan Africa","Low income",79.39,-8.15,79.39,-8.15
"Guinea","GIN",2017,10.3000053427355,867.907502577607,101.251633768429,25.7658241420525,15.2760215806747,NA,10.3565072127234,2.55652318226129,"Sub-Saharan Africa","Lower middle income",39.9,-1.99,39.9,-1.99
"Guinea","GIN",2020,4.70459096113575,945.570903389665,115.765259518929,16.5753868932617,17.4132237183255,NA,4.24998016732003,2.55139953603925,"Sub-Saharan Africa","Lower middle income",45.26,-3.08,45.26,-3.08
"Guinea","GIN",2023,5.54172668627702,1016.88094800324,95.829526758227,24.5016113588117,13.491592156736,NA,6.09250536857687,2.46199049961035,"Sub-Saharan Africa","Lower middle income",40.35,-3.86,40.35,-3.86
"Guyana","GUY",2017,3.73449154571284,5997.18271426826,NA,NA,NA,10.66604440961,2.10900787395214,0.643724559372237,"Latin America & Caribbean","High income",46.06,-3.14,46.06,-3.14
"Guyana","GUY",2020,43.479651716849,9010.61000469878,NA,NA,NA,48.5203312219668,-26.2960990745423,-0.0227843180487706,"Latin America & Caribbean","High income",59.49,-7.78,59.49,-7.78
"Guyana","GUY",2023,33.795011115873,23101.3538282741,NA,NA,NA,26.1442166832254,-14.0864299215933,0.57233513230005,"Latin America & Caribbean","High income",26.65,-5.78,26.65,-5.78
"Haiti","HTI",2017,2.51027134544685,1432.67228609541,42.0745477868911,16.876979845919,7.89768746069131,-0.905881383569861,13.7798773975934,1.36160662434986,"Latin America & Caribbean","Lower middle income",22.52,-0.32,22.52,-0.32
"Haiti","HTI",2020,-3.30550546965893,1331.69778506932,37.4138801252638,17.70308377994,7.31205557129014,-3.41324776115027,18.6851861283427,1.24109993204209,"Latin America & Caribbean","Lower middle income",22.32,-2.11,22.32,-2.11
"Haiti","HTI",2023,-1.86388420254838,1219.11871645847,30.7854236995359,13.8536836673602,6.2167919005445,-13.1530212622855,31.5119631448975,1.15633263604117,"Latin America & Caribbean","Lower middle income",28.46,0.77,28.46,0.77
"Honduras","HND",2017,4.84291391050387,2383.37398439714,101.813111079622,23.532148331901,13.4984164607115,14.1091275806021,4.5128429763521,1.85007611234979,"Latin America & Caribbean","Lower middle income",43.6,-0.41,43.6,-0.41
"Honduras","HND",2020,-8.96508223267296,2189.43168668222,88.0008563836292,18.2840692088973,15.6611069089394,13.1595005105487,3.40198228348704,1.75456432541029,"Latin America & Caribbean","Lower middle income",52.45,-4.58,52.45,-4.58
"Honduras","HND",2023,3.57584760454412,2527.27366333188,98.7919798336365,23.75620763328,14.9293299388294,7.87488227031588,6.04752279899292,1.71477388415816,"Latin America & Caribbean","Lower middle income",47.85,-1.96,47.85,-1.96
"Hungary","HUN",2017,4.12418389451805,13734.2442804335,165.032855840268,22.3175179109155,20.1614178223679,-2.45695485544636,4.03729273738615,-0.338685889370073,"Europe & Central Asia","High income",72,-2.5,72,-2.5
"Hungary","HUN",2020,-4.33872540024058,14664.2971195385,154.295498794188,26.5126578421967,21.1998844610097,-4.19906671659593,6.42661364413084,-0.252049642963059,"Europe & Central Asia","High income",78.7,-7.5,78.7,-7.5
"Hungary","HUN",2023,-0.842528840639091,16389.3914509189,157.10677596052,25.5923811381969,19.8791941756231,0.0796505025122738,15.2103167237835,-0.134269181500181,"Europe & Central Asia","High income",73.2,-6.8,73.2,-6.8
"Iceland","ISL",2017,4.19494878934674,56501.4576670531,86.9789469759093,21.7725010047987,23.6772641856698,6.26018296855501,0.936992894826489,2.34558267643862,"Europe & Central Asia","High income",70.79,1.3,70.79,1.3
"Iceland","ISL",2020,-6.94045306829003,52641.7234922236,67.9750756256744,21.2182908692427,28.0705864394643,1.67553664533791,4.01588809007708,1.6230862512591,"Europe & Central Asia","High income",76.09,-8.8,76.09,-8.8
"Iceland","ISL",2023,5.64646181923563,59307.182202664,86.7298838954652,24.8242573221483,25.3168862077389,5.42923889681341,5.78751518746952,2.92687965279829,"Europe & Central Asia","High income",61.55,-2.3,61.55,-2.3
"India","IND",2017,6.79538341897911,1788.69770318446,40.7424969545225,28.1778136155632,10.7671989547856,5.32760886237311,3.96925793352338,1.1623961434697,"South Asia","Lower middle income",69.67,-6.23,69.67,-6.23
"India","IND",2020,-5.77772470686801,1806.50110583878,37.7581053292768,27.3243213738562,11.6124524106018,4.13599957786408,4.81485791893405,0.973438646910149,"South Asia","Lower middle income",88.43,-12.86,88.43,-12.86
"India","IND",2023,9.19075493028345,2270.9051808027,44.9928422877561,30.4260455714275,10.3054222433801,NA,2.59194954513768,0.883289539766135,"South Asia","Lower middle income",81.23,-7.92,81.23,-7.92
"Indonesia","IDN",2017,5.06978590134916,3553.51999262321,39.3554970704606,32.1606388642645,9.12057115207813,6.50156399289426,4.29267812199525,1.02232939771064,"East Asia & Pacific","Upper middle income",29.4,-2.26,29.4,-2.26
"Indonesia","IDN",2020,-2.06551182934165,3739.44906563161,32.9721754002427,31.7097564518015,9.65575053126545,9.98592672021064,-0.401651435218994,0.849801187379341,"East Asia & Pacific","Upper middle income",39.75,-6.08,39.75,-6.08
"Indonesia","IDN",2023,5.04902331835997,4192.65167890692,41.3362868707652,29.152666728683,7.45486118997106,7.28506359442174,1.53013198443368,0.842666137328498,"East Asia & Pacific","Upper middle income",39.6,-1.64,39.6,-1.64
"Iraq","IRQ",2017,-1.81975035118309,4736.32710809857,59.7809123923157,14.5851497612895,16.3052516699702,NA,14.6503597888451,2.23055046409754,"Middle East & North Africa","Upper middle income",55.87,-1.52,55.87,-1.52
"Iraq","IRQ",2020,-12.0367930931152,4213.99843766061,57.742316395146,7.76907557357365,22.5089088159129,NA,-11.2201963874294,2.21938669515023,"Middle East & North Africa","Upper middle income",72.46,-12.82,72.46,-12.82
"Iraq","IRQ",2023,0.517705525131191,4337.08705324182,69.4613207990167,15.2798397204564,17.527542508163,NA,-15.5347237850081,2.25148890849618,"Middle East & North Africa","Upper middle income",42.08,-1.14,42.08,-1.14
"Ireland","IRL",2017,10.0496284821662,69777.9773596176,225.953602553095,32.4589409998052,11.9231267822528,NA,1.49993727186828,1.34979886553997,"Europe & Central Asia","High income",65.2,-0.3,65.2,-0.3
"Ireland","IRL",2020,7.1578988000836,80908.7924330406,250.10845231469,41.3354481760361,12.6067388132502,NA,-1.92433936175075,1.26378913010119,"Europe & Central Asia","High income",56.9,-4.9,56.9,-4.9
"Ireland","IRL",2023,-5.5300073886596,91647.7687003945,237.215881337618,23.1847642480945,12.1690950536608,NA,3.62187156697593,1.80157102010543,"Europe & Central Asia","High income",41.8,1.4,41.8,1.4
"Israel","ISR",2017,4.3469311670646,37963.0491190696,56.2801142540924,22.2172081449299,22.0647725999189,3.49052979091357,0.00655181696347995,1.93872567441099,"Middle East & North Africa","High income",59.83,-1.13,59.83,-1.13
"Israel","ISR",2020,-2.02161548237589,37935.5432717179,51.2366737920366,22.7316271985904,23.3727199721885,2.22737101969045,1.05710682132421,1.76367939210866,"Middle East & North Africa","High income",71.07,-10.7,71.07,-10.7
"Israel","ISR",2023,1.82652049482384,42011.6213954855,57.9903207136983,24.3607256502322,22.3099973815371,NA,4.54962642927481,3.00437405991345,"Middle East & North Africa","High income",61.33,-5.06,61.33,-5.06
"Italy","ITA",2017,1.60369995294101,31635.52277108,57.5829940274911,17.5794629155864,18.7448158290116,2.27486413827723,0.709821715080693,-0.188100912559894,"Europe & Central Asia","High income",133.7,-2.5,133.7,-2.5
"Italy","ITA",2020,-8.86822122185345,29469.7989238626,53.9394839042764,18.2018164062184,20.5680570300128,0.739269290631274,1.57740278796771,-0.487095091717782,"Europe & Central Asia","High income",154.4,-9.4,154.4,-9.4
"Italy","ITA",2023,0.715372500867531,34146.0232257736,65.6408634740709,22.5173619093643,17.7580827535083,-0.965055481450603,5.91461605792436,-0.0342216578672275,"Europe & Central Asia","High income",133.9,-7.2,133.9,-7.2
"Jamaica","JAM",2017,0.997123062335191,5159.34335938187,83.523172517513,22.13348108864,13.3827785913115,7.84167820398216,6.54982735214614,0.207939418780596,"Latin America & Caribbean","Upper middle income",101.23,0.45,101.23,0.45
"Jamaica","JAM",2020,-9.92032245054413,4752.33340904481,NA,NA,NA,8.30933538022792,3.46419204457331,0.264166647844328,"Latin America & Caribbean","Upper middle income",109.69,-3.11,109.69,-3.11
"Jamaica","JAM",2023,2.60466305532201,5349.71177670235,NA,NA,NA,0.36453196083642,11.2461389383731,0.0226098931571573,"Latin America & Caribbean","Upper middle income",73.36,0.04,73.36,0.04
"Japan","JPN",2017,1.67533175173359,35861.9728545672,34.4232135721686,25.0073498435107,19.4117955495929,1.06914440735818,-0.0743495037964408,-0.081874296046114,"East Asia & Pacific","High income",231.32,-3.1,231.32,-3.1
"Japan","JPN",2020,-4.16876457146743,34642.9718743239,31.335208636773,25.4716981132075,20.9756766472836,NA,0.933912186858549,-0.294194617750067,"East Asia & Pacific","High income",258.37,-9.08,258.37,-9.08
"Japan","JPN",2023,1.47503481053384,36952.5150709861,45.1508795641248,26.0120879352945,NA,NA,4.06819848886964,-0.487370782049143,"East Asia & Pacific","High income",240.46,-2.26,240.46,-2.26
"Jordan","JOR",2017,2.47359815449045,3940.70199181145,89.7316005071358,20.1475936480175,16.9453719425362,6.49396018920771,1.78355010971296,2.25160030043779,"Middle East & North Africa","Lower middle income",86.1,-3.61,86.1,-3.61
"Jordan","JOR",2020,-1.10275188309046,3806.87949354914,66.0599488089059,18.8898334342768,16.549956438323,8.24786468020842,-0.708587970279524,1.79543228239066,"Middle East & North Africa","Lower middle income",104.47,-10.11,104.47,-10.11
"Jordan","JOR",2023,2.88408339281683,3958.23043952182,100.347868752034,NA,NA,6.99859999436972,1.82791592575342,1.61225050235636,"Middle East & North Africa","Lower middle income",89.02,-6.89,89.02,-6.89
"Kazakhstan","KAZ",2017,4.10000000257358,10404.2718646317,56.825387935971,21.6975410616293,10.5359417828743,NA,11.211105653729,1.5579235201186,"Europe & Central Asia","Upper middle income",19.87,-4.27,19.87,-4.27
"Kazakhstan","KAZ",2020,-2.49999999628,10565.0359816235,57.0264423660931,24.7185824193274,12.742044005777,NA,4.21085829258907,1.4089156380377,"Europe & Central Asia","Upper middle income",26.36,-7.04,26.36,-7.04
"Kazakhstan","KAZ",2023,5.09999999999999,11453.395272565,61.9623843329588,26.5183747561731,11.1466441521173,NA,9.52224688247536,1.46415151694869,"Europe & Central Asia","Upper middle income",22.98,-1.52,22.98,-1.52
"Kenya","KEN",2017,3.83795817364721,1542.33773973372,35.9950578754074,19.895722184842,12.3350790178839,5.65674761917078,7.58193402820181,2.17412854990493,"Sub-Saharan Africa","Lower middle income",53.87,-7.4,53.87,-7.4
"Kenya","KEN",2020,-0.272766327438816,1609.33414078281,27.2378155252369,19.3215816602225,12.4776599686236,6.7146344117793,4.94885283291357,1.96197633664853,"Sub-Saharan Africa","Lower middle income",67.96,-8.13,67.96,-8.13
"Kenya","KEN",2023,5.55587301319866,1808.40479129677,32.0920792814469,17.2309247997492,11.9151175810981,7.05009384854802,6.10780209189015,1.98296028478422,"Sub-Saharan Africa","Lower middle income",73.41,-5.71,73.41,-5.71
"Kiribati","KIR",2017,3.74911782642376,1769.51178893032,100.561246964827,25.4576272468706,57.0528980680463,NA,0.917062173665101,1.50534982546091,"East Asia & Pacific","Lower middle income",20.16,34.09,20.16,34.09
"Kiribati","KIR",2020,-1.46806718078108,1777.04492498977,76.7089561131334,14.6026789535543,54.5251898171266,NA,4.36703115653447,1.74230469268591,"East Asia & Pacific","Lower middle income",20.98,3.57,20.98,3.57
"Kiribati","KIR",2023,2.65201087489879,1968.80992017133,107.586938803791,NA,NA,NA,8.7035532168332,1.56733842415292,"East Asia & Pacific","Lower middle income",11.42,0.13,11.42,0.13
"Kuwait","KWT",2017,-4.71222270116762,27048.3707374372,97.8400465627886,27.0085390832752,24.4212698186636,-9.92502366508054,16.2308752030311,3.69493434034851,"Middle East & North Africa","High income",19.62,15.25,19.62,15.25
"Kuwait","KWT",2020,-4.81778982257279,25541.4107576862,82.01074583049,20.0006433871007,30.1779383382218,24.6562935738778,-16.458362953587,-0.951064116715736,"Middle East & North Africa","High income",10.23,0.14,10.23,0.14
"Kuwait","KWT",2023,-1.66720589738431,24716.1968291611,NA,NA,NA,14.1330323770351,-8.06536067457306,5.58813678140227,"Middle East & North Africa","High income",3.13,28.22,3.13,28.22
"Latvia","LVA",2017,3.39894872623931,14382.8612727134,128.714003328884,21.5265612714824,18.6703159549355,NA,2.70923995206107,-0.886215573292392,"Europe & Central Asia","High income",40.3,-0.3,40.3,-0.3
"Latvia","LVA",2020,-3.46922750780554,14900.7295718866,123.88319804656,23.0296116182607,20.8896933172828,NA,2.39332693904262,-0.701211570733301,"Europe & Central Asia","High income",44,-4.1,44,-4.1
"Latvia","LVA",2023,2.85421800106587,16890.6283099707,136.632034970681,24.6810520361847,20.2100836601062,NA,6.03923850637449,-0.103172153311714,"Europe & Central Asia","High income",44.4,-2.4,44.4,-2.4
"Lebanon","LBN",2017,0.903028464073813,8305.57405425721,68.4554292593276,21.3940568907692,13.2087179804347,5.39647299086804,2.7485363221939,-2.61057116476665,"Middle East & North Africa","Lower middle income",149.98,-8.65,149.98,-8.65
"Lebanon","LBN",2020,-21.3998996914321,6440.82843092922,50.1298042879627,8.09817614190237,9.13975488671309,NA,85.5420423400206,-1.60386258157574,"Middle East & North Africa","Lower middle income",148.71,-7.37,148.71,-7.37
"Lesotho","LSO",2017,-3.13817493733471,1097.82166812752,146.366771329494,27.3872272220396,39.6805700890466,9.37269675736804,2.01891023820184,1.24492806980041,"Sub-Saharan Africa","Lower middle income",40.99,-2.02,40.99,-2.02
"Lesotho","LSO",2020,-8.15595879914267,944.834118658555,141.096604645578,24.3115948033679,37.1352942145085,2.2781706585468,6.54820559883913,1.18432063043163,"Sub-Saharan Africa","Lower middle income",54.69,1.18,54.69,1.18
"Lesotho","LSO",2023,1.82662525852363,974.382482849023,141.513755535108,28.346005688677,35.5840480176997,11.4937393718236,-0.368097835928623,1.10328678263994,"Sub-Saharan Africa","Lower middle income",61.51,7.32,61.51,7.32
"Liberia","LBR",2017,2.45515592012239,671.260899835355,NA,NA,NA,16.2947039631751,-2.61793415299387,1.94324776688719,"Sub-Saharan Africa","Low income",31.84,-7.14,31.84,-7.14
"Liberia","LBR",2020,-2.98249127649473,605.025475431411,NA,NA,NA,NA,-1.38060188980627,2.07483340649162,"Sub-Saharan Africa","Low income",58.67,-4.02,58.67,-4.02
"Liberia","LBR",2023,4.68375688761311,653.329188343162,NA,NA,NA,NA,4.8121348688661,2.20390696065654,"Sub-Saharan Africa","Low income",57.82,-7.03,57.82,-7.03
"Libya","LBY",2017,32.4918021862688,9435.60060040046,47.5489661921214,16.1831475534531,40.2666940155162,NA,1.80666382178316,1.59519992425695,"Middle East & North Africa","Upper middle income",36.39,-11.06,36.39,-11.06
"Libya","LBY",2020,-29.4552967282824,6102.79864032512,50.9757934373319,9.44982817182817,48.3378160301237,NA,-4.75412381683802,1.3484498033463,"Middle East & North Africa","Upper middle income",36.39,-22.27,36.39,-22.27
"Libya","LBY",2023,10.1558181770326,7633.45142779936,155.655201664179,16.4803548589226,35.2836291258915,NA,-5.34146995735976,1.12674309223491,"Middle East & North Africa","Upper middle income",36.39,8.22,36.39,8.22
"Liechtenstein","LIE",2017,NA,NA,NA,NA,NA,NA,NA,0.650125178937136,"Europe & Central Asia","High income",0.56,2.74,0.56,2.74
"Liechtenstein","LIE",2020,NA,NA,NA,NA,NA,NA,NA,0.872668968896405,"Europe & Central Asia","High income",0.53,7.39,0.53,7.39
"Liechtenstein","LIE",2023,NA,NA,NA,NA,NA,NA,NA,0.899896422348841,"Europe & Central Asia","High income",0.47,4.37,0.47,4.37
"Lithuania","LTU",2017,4.61224310312809,15695.9993288456,144.918393101325,20.1373563967598,16.2993641257124,NA,4.09579153130848,-1.21281970207312,"Europe & Central Asia","High income",39.1,0.4,39.1,0.4
